Description,Total_Quantity_Sold,Total_Orders,Total_Revenue,Avg_Daily_Demand,Reorder_Point
MAGIC DRAWING SLATE DINOSAUR,5563,282,2244.3,185.43333333333334,1298.0333333333333
MAGIC DRAWING SLATE DOLLY GIRL ,9438,371,3781.8,314.6,2202.2000000000003
MAGIC DRAWING SLATE FIDO,360,8,151.2,12.0,84.0
MAGIC DRAWING SLATE GO TO THE FAIR ,2295,136,916.38,76.5,535.5
MAGIC DRAWING SLATE LEAP FROG ,2740,154,1041.3600000000001,91.33333333333333,639.3333333333333
MAGIC DRAWING SLATE PURDEY,8378,313,3265.56,279.26666666666665,1954.8666666666666
MAGIC DRAWING SLATE SPACEBOY ,11981,461,4833.3,399.3666666666667,2795.5666666666666
MAGIC GARDEN FELT GARLAND ,270,37,539.5799999999999,9.0,63.0
MAGIC GARDEN MOUNT FUJI,152,37,387.59999999999997,5.066666666666666,35.46666666666667
MAGIC SHEEP WOOL GROWING FROM PAPER,1781,155,2516.75,59.36666666666667,415.56666666666666
MAGIC SLATE BAKE A CAKE ,48,1,20.16,1.6,11.200000000000001
MAGIC SLATE BUNNIES AT HOME ,288,6,120.96000000000001,9.6,67.2
MAGIC SLATE CIRCUS PARADE  ,192,4,80.64,6.4,44.800000000000004
MAGIC SLATE DINOSAUR,144,3,60.480000000000004,4.8,33.6
MAGIC SLATE DOLLY GIRL ,192,4,80.64,6.4,44.800000000000004
MAGIC SLATE FIDO,288,6,120.96000000000001,9.6,67.2
MAGIC SLATE GO TO THE FAIR ,96,2,40.32,3.2,22.400000000000002
MAGIC SLATE LEAP FROG ,96,2,40.32,3.2,22.400000000000002
MAGIC SLATE SPACEBOY ,288,6,120.96000000000001,9.6,67.2
MAGIC TREE -PAPER FLOWERS,1655,142,1406.75,55.166666666666664,386.16666666666663
MAGNETS PACK OF 4 CHILDHOOD MEMORY,3996,255,4659.84,133.2,932.3999999999999
MAGNETS PACK OF 4 HOME SWEET HOME,2440,224,2024.81,81.33333333333333,569.3333333333333
MAGNETS PACK OF 4 RETRO PHOTO,1830,159,1342.94,61.0,427.0
MAGNETS PACK OF 4 SWALLOWS,4186,394,3573.95,139.53333333333333,976.7333333333333
MAGNETS PACK OF 4 VINTAGE COLLAGE,3398,239,2962.81,113.26666666666667,792.8666666666667
MAGNETS PACK OF 4 VINTAGE LABELS ,1601,161,1040.83,53.36666666666667,373.56666666666666
MAKE YOUR OWN FLOWERPOWER CARD KIT,1309,263,3334.51,43.63333333333333,305.43333333333334
MAKE YOUR OWN MONSOON CARD KIT,1391,254,3489.4900000000002,46.36666666666667,324.56666666666666
MAKE YOUR OWN PLAYTIME CARD KIT,960,161,2227.44,32.0,224.0
MAN FLU METAL SIGN,3342,346,6574.380000000001,111.4,779.8000000000001
MANHATTAN CANVAS ART PICTURE,20,2,87.8,0.6666666666666666,4.666666666666666
MARAKESH LANTERN LARGE,30,12,544.5,1.0,7.0
MARAKESH LANTERN SMALL ,196,11,848.35,6.533333333333333,45.733333333333334
MARIE ANTOIENETT TRINKET BOX GOLD,1,1,12.5,0.03333333333333333,0.23333333333333334
MARIE ANTOINETTE TRINKET BOX GOLD,312,16,1167.6,10.4,72.8
MARIE ANTOINETTE TRINKET BOX SILVER,326,22,1099.0,10.866666666666667,76.06666666666666
MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,309,8,612.85,10.3,72.10000000000001
MAXWELL 2 TONE PINK 60 PAGE PHOTO A,142,6,293.0,4.733333333333333,33.13333333333333
MEASURING TAPE BABUSHKA BLUE,585,82,1651.3500000000001,19.5,136.5
MEASURING TAPE BABUSHKA PINK,749,124,2111.35,24.966666666666665,174.76666666666665
MEASURING TAPE BABUSHKA RED,707,106,1989.65,23.566666666666666,164.96666666666667
MEASURING TAPE RUSSIAN DOLL BLUE,102,27,300.90000000000003,3.4,23.8
MEASURING TAPE RUSSIAN DOLL PINK,152,41,448.4000000000001,5.066666666666666,35.46666666666667
MEASURING TAPE RUSSIAN DOLL RED,647,57,1755.05,21.566666666666666,150.96666666666667
MEDINA STAMPED METAL STOOL,61,29,2296.9500000000003,2.033333333333333,14.233333333333333
MEDINA STAMPED METAL TRAY ,3,2,44.849999999999994,0.1,0.7000000000000001
MEDIUM CERAMIC TOP STORAGE JAR,77916,195,81416.73000000001,2597.2,18180.399999999998
MEDIUM CHINESE STYLE SCISSOR,1572,65,711.38,52.4,366.8
MEDIUM MEDINA STAMPED METAL BOWL ,910,132,2607.7000000000003,30.333333333333332,212.33333333333331
MEDIUM PARLOUR FRAME ,22,2,84.1,0.7333333333333333,5.133333333333333
MEDIUM PARLOUR PICTURE FRAME ,136,34,550.0,4.533333333333333,31.733333333333334
MEDIUM PINK BUDDHA HEAD ,92,27,271.40000000000003,3.066666666666667,21.46666666666667
MEDIUM WHITE/PINK ROSE ART FLOWER,249,26,355.53000000000003,8.3,58.10000000000001
MEMO BOARD COTTAGE DESIGN,3605,655,16599.89,120.16666666666667,841.1666666666667
MEMO BOARD RETROSPOT  DESIGN,5208,737,23083.44,173.6,1215.2
METAL 4 HOOK HANGER FRENCH CHATEAU,4538,714,12846.140000000001,151.26666666666668,1058.8666666666668
METAL BASE FOR CANDLES,177,12,68.1,5.9,41.300000000000004
METAL DECORATION NAUGHTY CHILDREN ,1971,130,1724.31,65.7,459.90000000000003
METAL HERB GERDEN CONTAINER,24,5,139.68,0.8,5.6000000000000005
METAL MEDINA LANTERN ,294,36,2670.6,9.8,68.60000000000001
METAL MERRY CHRISTMAS WREATH,2807,299,5321.849999999999,93.56666666666666,654.9666666666667
METAL RABBIT LADDER EASTER ,176,26,149.6,5.866666666666666,41.06666666666666
METAL SHELF WITH RAIL ,339,156,2839.0,11.3,79.10000000000001
METAL SIGN CUPCAKE SINGLE HOOK,852,126,749.6,28.4,198.79999999999998
METAL SIGN DROP YOUR PANTS,1230,171,3186.78,41.0,287.0
METAL SIGN EMPIRE TEA,2709,350,4639.530000000001,90.3,632.1
METAL SIGN HER DINNER IS SERVED ,1724,196,5051.6,57.46666666666667,402.26666666666665
METAL SIGN HIS DINNER IS SERVED,735,127,924.69,24.5,171.5
METAL SIGN NEIGHBOURHOOD WITCH ,2286,308,4661.1,76.2,533.4
METAL SIGN TAKE IT OR LEAVE IT ,6814,766,18863.02,227.13333333333333,1589.9333333333334
"METAL SIGN,CUPCAKE SINGLE HOOK",1612,148,1566.8,53.733333333333334,376.1333333333333
METAL TUBE CHIME ON BAMBOO,1210,62,1526.26,40.333333333333336,282.33333333333337
METAL WALL SHELF UNIT WITH HOOKS,27,11,968.08,0.9,6.3
METALIC LEAVES BAG CHARMS,67,18,166.17,2.2333333333333334,15.633333333333333
MIDNIGHT BLUE COPPER FLOWER NECKLAC,14,9,83.30000000000001,0.4666666666666667,3.2666666666666666
MIDNIGHT BLUE CRYSTAL DROP EARRINGS,2,2,5.9,0.06666666666666667,0.4666666666666667
MIDNIGHT BLUE DROP CRYSTAL NECKLACE,8,2,23.6,0.26666666666666666,1.8666666666666667
MIDNIGHT BLUE GLASS/SILVER BRACELET,31,14,271.0,1.0333333333333334,7.233333333333334
MIDNIGHT BLUE PAIR HEART HAIR SLIDE,25,10,93.75,0.8333333333333334,5.833333333333334
MIDNIGHT BLUE VINTAGE EARRINGS,41,10,153.75,1.3666666666666667,9.566666666666666
MIDNIGHT GLAMOUR SCARF KNITTING KIT,539,78,791.22,17.966666666666665,125.76666666666665
MILK BOTTLE WITH GLASS STOPPER ,226,92,1534.7,7.533333333333333,52.733333333333334
MILK MAIDS MUG ,204,23,336.59999999999997,6.8,47.6
MILK PAN BLUE POLKADOT,123,41,403.75,4.1,28.699999999999996
MILK PAN BLUE RETROSPOT,290,56,1035.66,9.666666666666666,67.66666666666666
MILK PAN PINK POLKADOT,286,40,1003.38,9.533333333333333,66.73333333333333
MILK PAN PINK RETROSPOT,660,116,2385.7200000000003,22.0,154.0
MILK PAN RED RETROSPOT,1227,270,4386.64,40.9,286.3
MINATURE COLOURED GARDENING SET,716,160,3331.7000000000003,23.866666666666667,167.06666666666666
MINI  ZINC GARDEN DECORATIONS ,1270,49,669.5799999999999,42.333333333333336,296.33333333333337
MINI CAKE STAND  HANGING STRAWBERY,4491,476,6731.23,149.7,1047.8999999999999
MINI CAKE STAND HANGING HEARTS,321,51,520.05,10.7,74.89999999999999
MINI CAKE STAND T-LIGHT HOLDER,2006,93,819.48,66.86666666666666,468.0666666666666
MINI CAKE STAND WITH HANGING CAKES,3496,311,4677.4,116.53333333333333,815.7333333333333
MINI FUNKY DESIGN TAPES,1970,120,1562.7,65.66666666666667,459.6666666666667
MINI HAND WARMER BABUSHKA DESIGN,108,5,214.8,3.6,25.2
MINI HIGHLIGHTER PENS,15001,49,1530.12,500.03333333333336,3500.2333333333336
MINI JIGSAW BAKE A CAKE ,3198,87,1242.25,106.6,746.1999999999999
MINI JIGSAW BUNNIES,2922,123,1158.09,97.4,681.8000000000001
MINI JIGSAW BUNNIES AT HOME,432,9,181.44,14.4,100.8
MINI JIGSAW CIRCUS PARADE ,6063,151,2337.06,202.1,1414.7
MINI JIGSAW DINOSAUR ,1864,109,752.43,62.13333333333333,434.93333333333334
MINI JIGSAW DOLLY GIRL,5512,169,2150.57,183.73333333333332,1286.1333333333332
MINI JIGSAW FIDO,672,10,282.24,22.4,156.79999999999998
MINI JIGSAW GO TO THE FAIR,1409,62,580.74,46.96666666666667,328.76666666666665
MINI JIGSAW LEAP FROG,1192,40,471.56,39.733333333333334,278.1333333333333
MINI JIGSAW PURDEY,3637,125,1425.19,121.23333333333333,848.6333333333333
MINI JIGSAW SPACEBOY,9209,261,3613.4,306.96666666666664,2148.7666666666664
MINI LADLE LOVE HEART PINK,242,45,106.56,8.066666666666666,56.46666666666667
MINI LADLE LOVE HEART RED ,630,54,252.24,21.0,147.0
MINI LIGHTS WOODLAND MUSHROOMS,1717,173,6118.59,57.233333333333334,400.6333333333333
MINI PAINT SET VINTAGE ,41507,618,25900.190000000002,1383.5666666666666,9684.966666666667
MINI PAINT SET VINTAGE  BOY+ GIRL,1188,17,714.6,39.6,277.2
MINI PAINTED GARDEN DECORATION ,2766,96,990.6199999999999,92.2,645.4
MINI PLAYING CARDS BUFFALO BILL ,2839,101,1128.18,94.63333333333334,662.4333333333334
MINI PLAYING CARDS DOLLY GIRL ,2472,106,1013.0400000000001,82.4,576.8000000000001
MINI PLAYING CARDS FUN FAIR ,1040,54,433.2,34.666666666666664,242.66666666666666
MINI PLAYING CARDS GYMKHANA,2297,95,901.74,76.56666666666666,535.9666666666667
MINI PLAYING CARDS SPACEBOY ,2694,127,1106.28,89.8,628.6
MINI WOODEN HAPPY BIRTHDAY GARLAND,4893,376,7845.81,163.1,1141.7
MINIATURE ANTIQUE ROSE HOOK IVORY,2065,230,1711.55,68.83333333333333,481.8333333333333
MINITURE ANTIQUE ROSE HOOK IVORY,48,4,40.8,1.6,11.200000000000001
MINT DINER CLOCK,2,1,17.0,0.06666666666666667,0.4666666666666667
MINT DINER WALL CLOCK,363,154,3034.5,12.1,84.7
MINT GREEN ROSE TOWEL,104,30,483.6,3.466666666666667,24.266666666666666
MINT KITCHEN SCALES,1476,558,12219.99,49.2,344.40000000000003
MIRROR CORNICE,100,63,1477.3999999999999,3.3333333333333335,23.333333333333336
MIRROR LOVE BIRD T-LIGHT HOLDER,343,24,601.65,11.433333333333334,80.03333333333333
MIRROR MOSAIC CANDLE PLATE,1026,41,694.26,34.2,239.40000000000003
MIRROR MOSAIC GOBLET CANDLE HOLDER,613,26,937.25,20.433333333333334,143.03333333333333
MIRROR MOSAIC HURRICANE LAMP ,427,36,1171.85,14.233333333333333,99.63333333333333
MIRROR MOSAIC T-LIGHT HOLDER ,1738,41,1024.5,57.93333333333333,405.5333333333333
MIRROR MOSAIC T-LIGHT HOLDER ROUND,1598,50,1368.54,53.266666666666666,372.8666666666667
MIRROR MOSAIC VOTIVE HOLDER,1088,49,1014.72,36.266666666666666,253.86666666666667
"MIRROR, ARCHED GEORGIAN",200,1,3884.0000000000005,6.666666666666667,46.66666666666667
MIRRORED DISCO BALL ,1320,280,7051.150000000001,44.0,308.0
MIRRORED DOVE WALL DECORATION,256,42,539.63,8.533333333333333,59.733333333333334
MIRRORED WALL ART FOXY,48,16,175.35,1.6,11.200000000000001
MIRRORED WALL ART GENTS,196,45,202.85999999999999,6.533333333333333,45.733333333333334
MIRRORED WALL ART LADIES,193,39,171.75,6.433333333333334,45.03333333333333
MIRRORED WALL ART PHOTO FRAMES,153,26,602.25,5.1,35.699999999999996
MIRRORED WALL ART POPPIES,368,41,389.4,12.266666666666667,85.86666666666667
MIRRORED WALL ART SKULLS,454,61,700.0,15.133333333333333,105.93333333333334
MIRRORED WALL ART SNOWFLAKES,629,57,528.15,20.966666666666665,146.76666666666665
MIRRORED WALL ART SPLODGES,128,17,195.0,4.266666666666667,29.866666666666667
MIRRORED WALL ART STARS,444,60,561.6,14.8,103.60000000000001
MIRRORED WALL ART TABLE LAMP,141,36,193.23000000000002,4.7,32.9
MISELTOE HEART WREATH ,80,5,312.8,2.6666666666666665,18.666666666666664
MISELTOE HEART WREATH CREAM,240,1,996.0000000000001,8.0,56.0
MISELTOE HEART WREATH WHITE,78,4,304.5,2.6,18.2
MISTLETOE HEART WREATH CREAM,575,103,2332.13,19.166666666666668,134.16666666666669
MISTLETOE HEART WREATH GREEN,838,162,3435.6200000000003,27.933333333333334,195.53333333333333
MIXED NUTS LIGHT GREEN BOWL,676,68,464.03000000000003,22.533333333333335,157.73333333333335
MOBILE VINTAGE HEARTS ,439,155,2137.3500000000004,14.633333333333333,102.43333333333334
MOCK LOBSTER FRIDGE MAGNET,450,48,268.34,15.0,105.0
MODERN CHRISTMAS BAUBLE CANDLE ,10,3,4.2,0.3333333333333333,2.333333333333333
MODERN CHRISTMAS TREE CANDLE,4,2,7.6000000000000005,0.13333333333333333,0.9333333333333333
MODERN CHRISTMAS TREE CANDLE ,2,2,4.2,0.06666666666666667,0.4666666666666667
MODERN FLORAL STATIONERY SET,1786,233,2818.3,59.53333333333333,416.73333333333335
MODERN VINTAGE COTTON SHOPPING BAG,855,46,1011.4499999999999,28.5,199.5
MONEY BOX BISCUITS DESIGN,1590,119,2112.8999999999996,53.0,371.0
MONEY BOX CONFECTIONERY DESIGN,614,75,726.35,20.466666666666665,143.26666666666665
MONEY BOX FIRST ADE DESIGN,384,55,461.76,12.8,89.60000000000001
MONEY BOX FIRST AID DESIGN,43,10,34.32,1.4333333333333333,10.033333333333333
MONEY BOX HOUSEKEEPING DESIGN,1304,168,1552.73,43.46666666666667,304.26666666666665
MONEY BOX KINGS CHOICE DESIGN,2380,171,2942.78,79.33333333333333,555.3333333333333
MONEY BOX POCKET MONEY DESIGN,1573,190,1854.05,52.43333333333333,367.0333333333333
MONSTERS STENCIL CRAFT,3938,362,4600.54,131.26666666666668,918.8666666666668
MONTANA DIAMOND CLUSTER EARRINGS,6,1,15.299999999999999,0.2,1.4000000000000001
MONTANA DIAMOND CLUSTER NECKLACE,4,3,35.8,0.13333333333333333,0.9333333333333333
MOODY BOY  DOOR HANGER ,2060,214,1306.44,68.66666666666667,480.6666666666667
MOODY GIRL DOOR HANGER ,2509,260,1614.31,83.63333333333334,585.4333333333334
MOON INCENSE,50,2,10.5,1.6666666666666667,11.666666666666668
MOP PENDANT SHELL NECKLACE,10,4,49.5,0.3333333333333333,2.333333333333333
MORE BUTTER METAL SIGN ,1520,195,1977.8500000000001,50.666666666666664,354.66666666666663
MOROCCAN BEATEN METAL DISH,164,24,707.8000000000001,5.466666666666667,38.266666666666666
MOROCCAN BEATEN METAL DISH LARGE,104,24,793.74,3.466666666666667,24.266666666666666
MOROCCAN BEATEN METAL MIRROR,262,42,1442.9,8.733333333333333,61.133333333333326
MOROCCAN TEA GLASS,11309,333,8407.61,376.96666666666664,2638.7666666666664
MOSAIC CANDLE DISH BLUE PURPLE,144,2,122.39999999999999,4.8,33.6
MOSAIC GLASS BALL CANDLEHOLDER,97,18,121.25,3.2333333333333334,22.633333333333333
MOTHER'S KITCHEN SPOON REST ,178,58,690.71,5.933333333333334,41.53333333333333
MOTORING TISSUE BOX,2315,247,1353.21,77.16666666666667,540.1666666666667
MOUSE TOY WITH PINK T-SHIRT,860,312,3228.8,28.666666666666668,200.66666666666669
MOUSEY LONG LEGS SOFT TOY,208,45,519.6,6.933333333333334,48.53333333333333
MR ROBOT SOFT TOY,345,64,1200.95,11.5,80.5
MRS ROBOT SOFT TOY,269,49,972.5500000000001,8.966666666666667,62.766666666666666
MUG AND COASTER SET RED CIRCLES,378,2,158.76,12.6,88.2
MUG PINK AND PURPLE ARABIC DESIGN,6,1,3.9000000000000004,0.2,1.4000000000000001
MULTI COLOUR SILVER T-LIGHT HOLDER,21125,585,16833.35,704.1666666666666,4929.166666666666
MULTI HEARTS  STICKERS,1038,127,869.3,34.6,242.20000000000002
MULTICOLOUR  CONFETTI IN TUBE,412,31,601.56,13.733333333333333,96.13333333333333
MULTICOLOUR 3D BALLS GARLAND,596,109,1455.0,19.866666666666667,139.06666666666666
MULTICOLOUR CRUSOE CHECK LAMPSHADE,48,10,20.16,1.6,11.200000000000001
MULTICOLOUR DOTS PLATE,688,2,71.80000000000001,22.933333333333334,160.53333333333333
MULTICOLOUR EASTER RABBIT ,52,12,101.39999999999999,1.7333333333333334,12.133333333333333
MULTICOLOUR FEATHERS CURTAIN,72,3,236.40000000000003,2.4,16.8
MULTICOLOUR GLASS PLATE,116,16,63.800000000000004,3.8666666666666667,27.066666666666666
MULTICOLOUR HONEYCOMB FAN,1354,84,1016.52,45.13333333333333,315.93333333333334
MULTICOLOUR HONEYCOMB PAPER GARLAND,1287,75,1724.35,42.9,300.3
MULTICOLOUR POLKADOT PLATE,696,2,78.60000000000001,23.2,162.4
MULTICOLOUR RABBIT EGG WARMER,260,41,309.65,8.666666666666666,60.666666666666664
MULTICOLOUR SPRING FLOWER MUG,13083,95,2539.31,436.1,3052.7000000000003
MUM'S KITCHEN CLOCK,104,36,471.90000000000003,3.466666666666667,24.266666666666666
MUMMY MOUSE RED GINGHAM RIBBON,198,81,1058.1000000000001,6.6,46.199999999999996
MURANO STYLE GLASS BRACELET BLACK,46,17,161.0,1.5333333333333334,10.733333333333334
MURANO STYLE GLASS BRACELET GOLD,29,10,101.5,0.9666666666666667,6.766666666666667
MURANO STYLE GLASS BRACELET PINK,26,10,91.0,0.8666666666666667,6.066666666666666
MURANO STYLE GLASS BRACELET RED,23,10,80.5,0.7666666666666667,5.366666666666667
MUSHROOM BLUE HOT WATER BOTTLE,665,136,1889.7500000000002,22.166666666666668,155.16666666666669
MUSICAL ZINC HEART DECORATION ,2498,113,943.64,83.26666666666667,582.8666666666667
Manual,9384,620,151777.67,312.8,2189.6
N0 SINGING METAL SIGN,1197,35,2523.78,39.9,279.3
NAMASTE SWAGAT INCENSE,3714,75,982.4399999999999,123.8,866.6
NATURAL BARK CANDLE LARGE,337,59,1369.25,11.233333333333333,78.63333333333333
NATURAL BARK CANDLE SMALL,491,68,1496.75,16.366666666666667,114.56666666666666
NATURAL HANGING QUILTED HEARTS ,1427,67,1113.1299999999999,47.56666666666667,332.9666666666667
NATURAL RIVIERA HANDBAG,52,7,116.7,1.7333333333333334,12.133333333333333
NATURAL SLATE CHALKBOARD LARGE ,4016,595,17637.16,133.86666666666667,937.0666666666667
NATURAL SLATE HEART CHALKBOARD ,14187,1637,40276.170000000006,472.9,3310.2999999999997
NATURAL SLATE RECTANGLE CHALKBOARD,6453,653,10285.609999999999,215.1,1505.7
NECKLACE+BRACELET PINK BUTTERFLY,59,23,150.45,1.9666666666666666,13.766666666666666
NECKLACE+BRACELET SET BLUE BLOSSOM,31,11,79.05,1.0333333333333334,7.233333333333334
NECKLACE+BRACELET SET BLUE HIBISCUS,29,17,73.94999999999999,0.9666666666666667,6.766666666666667
NECKLACE+BRACELET SET FRUIT SALAD ,34,21,86.69999999999999,1.1333333333333333,7.933333333333334
NECKLACE+BRACELET SET PINK BLOSSOM,7,2,17.849999999999998,0.23333333333333334,1.6333333333333333
NECKLACE+BRACELET SET PINK DAISY,22,9,56.099999999999994,0.7333333333333333,5.133333333333333
NEW BAROQUE B'FLY NECKLACE BLACK,5,4,42.5,0.16666666666666666,1.1666666666666665
NEW BAROQUE B'FLY NECKLACE CRYSTAL,3,2,25.5,0.1,0.7000000000000001
NEW BAROQUE B'FLY NECKLACE GREEN,6,5,51.0,0.2,1.4000000000000001
NEW BAROQUE B'FLY NECKLACE MONTANA,12,7,102.0,0.4,2.8000000000000003
NEW BAROQUE B'FLY NECKLACE PINK,13,11,110.5,0.43333333333333335,3.033333333333333
NEW BAROQUE B'FLY NECKLACE RED,9,6,76.5,0.3,2.1
NEW BAROQUE BLACK BOXES,5,4,63.75,0.16666666666666666,1.1666666666666665
NEW BAROQUE BLACK PHOTO ALBUM,64,37,449.65,2.1333333333333333,14.933333333333334
NEW BAROQUE IVORY CUSHION COVER ,254,12,607.7,8.466666666666667,59.266666666666666
NEW BAROQUE JEWELLERY BOX ,94,39,717.3000000000001,3.1333333333333333,21.933333333333334
NEW BAROQUE LARGE NECKLACE BLK/WHIT,9,5,76.5,0.3,2.1
NEW BAROQUE SMALL NECKLACE BLACK,21,10,178.5,0.7,4.8999999999999995
NEW BAROQUE WALL MIRROR,1,1,12.75,0.03333333333333333,0.23333333333333334
NEW ENGLAND CERAMIC CAKE SERVER,87,44,221.85,2.9,20.3
NEW ENGLAND EGG WARMER,120,23,66.0,4.0,28.0
NEW ENGLAND MILK JUG W GIFT BOX,28,22,166.6,0.9333333333333333,6.533333333333333
NEW ENGLAND MUG W GIFT BOX,28,14,71.39999999999999,0.9333333333333333,6.533333333333333
NEW ENGLAND PLACEMATS,32,10,120.0,1.0666666666666667,7.466666666666667
NEW ENGLAND TEATOWELS,124,41,316.2,4.133333333333334,28.933333333333337
NEWSPAPER STAND,300,42,3210.3,10.0,70.0
NIGHTINGALE COATHOOK WHITE,317,40,493.45,10.566666666666666,73.96666666666667
NINJA RABBIT BLACK,237,40,297.64,7.9,55.300000000000004
NINJA RABBIT PINK,276,46,339.3,9.2,64.39999999999999
NO JUNK MAIL METAL SIGN,4039,359,3040.07,134.63333333333333,942.4333333333333
NO SINGING METAL SIGN,11194,970,22097.04,373.1333333333333,2611.9333333333334
NOEL GARLAND PAINTED ZINC ,1345,95,1027.4099999999999,44.833333333333336,313.83333333333337
NOEL WOODEN BLOCK LETTERS ,1411,386,8343.19,47.03333333333333,329.23333333333335
NOVELTY BISCUITS CAKE STAND 3 TIER,767,230,7164.469999999999,25.566666666666666,178.96666666666667
NUMBER TILE COTTAGE GARDEN 0 ,55,12,107.25,1.8333333333333333,12.833333333333332
NUMBER TILE COTTAGE GARDEN 1,70,20,136.5,2.3333333333333335,16.333333333333336
NUMBER TILE COTTAGE GARDEN 2,69,17,134.54999999999998,2.3,16.099999999999998
NUMBER TILE COTTAGE GARDEN 3 ,52,10,101.39999999999999,1.7333333333333334,12.133333333333333
NUMBER TILE COTTAGE GARDEN 4,59,16,115.05,1.9666666666666666,13.766666666666666
NUMBER TILE COTTAGE GARDEN 5,50,15,97.5,1.6666666666666667,11.666666666666668
NUMBER TILE COTTAGE GARDEN 6,58,15,113.1,1.9333333333333333,13.533333333333333
NUMBER TILE COTTAGE GARDEN 7,54,16,105.3,1.8,12.6
NUMBER TILE COTTAGE GARDEN 8,52,11,101.39999999999999,1.7333333333333334,12.133333333333333
NUMBER TILE COTTAGE GARDEN 9,60,16,117.0,2.0,14.0
NUMBER TILE COTTAGE GARDEN No,55,13,115.50000000000001,1.8333333333333333,12.833333333333332
"NUMBER TILE COTTAGE GARDEN, 0 ",56,2,109.19999999999999,1.8666666666666667,13.066666666666666
"NUMBER TILE COTTAGE GARDEN, 1",63,7,122.85,2.1,14.700000000000001
"NUMBER TILE COTTAGE GARDEN, 2",56,2,109.19999999999999,1.8666666666666667,13.066666666666666
"NUMBER TILE COTTAGE GARDEN, 3 ",56,2,109.19999999999999,1.8666666666666667,13.066666666666666
"NUMBER TILE COTTAGE GARDEN, 4",56,2,109.19999999999999,1.8666666666666667,13.066666666666666
"NUMBER TILE COTTAGE GARDEN, 5",57,3,111.14999999999999,1.9,13.299999999999999
"NUMBER TILE COTTAGE GARDEN, 6",56,2,109.19999999999999,1.8666666666666667,13.066666666666666
"NUMBER TILE COTTAGE GARDEN, 7",56,2,109.19999999999999,1.8666666666666667,13.066666666666666
"NUMBER TILE COTTAGE GARDEN, 8",56,2,109.19999999999999,1.8666666666666667,13.066666666666666
"NUMBER TILE COTTAGE GARDEN, 9",58,4,113.1,1.9333333333333333,13.533333333333333
"NUMBER TILE COTTAGE GARDEN, No",43,3,90.3,1.4333333333333333,10.033333333333333
NUMBER TILE VINTAGE FONT 0,63,9,71.29,2.1,14.700000000000001
NUMBER TILE VINTAGE FONT 1,73,13,90.78999999999999,2.433333333333333,17.03333333333333
NUMBER TILE VINTAGE FONT 2,81,14,106.39,2.7,18.900000000000002
NUMBER TILE VINTAGE FONT 3,91,25,125.89,3.033333333333333,21.233333333333334
NUMBER TILE VINTAGE FONT 4,78,11,100.53999999999999,2.6,18.2
NUMBER TILE VINTAGE FONT 5,78,18,100.53999999999999,2.6,18.2
NUMBER TILE VINTAGE FONT 6 ,85,16,114.19,2.8333333333333335,19.833333333333336
NUMBER TILE VINTAGE FONT 7,74,13,92.74,2.466666666666667,17.266666666666666
NUMBER TILE VINTAGE FONT 8,70,13,84.94,2.3333333333333335,16.333333333333336
